Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/7/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Aruba,ABW,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47543427271753,6.91818005864427,6.26423401893797,4.5666408556276,4.79112520734837,6.52813758772899,5.03292510547116,4.05692612365099,6.98825052743605,6.89090544941648,6.31195251913281,4.173555703149,10.7168994077419,10.9174500760991,15.885948876168,6.57378500312943,7.42457507462851,6.60450953637949,5.64637297616821,5.81310509823675,4.97600231726435,5.9825479431511,8.84604657019821,11.6661307585963,4.80197433814387,8.20087500684476,10.7097087655441,3.21386882031282,0.15792476968271,7.98285170979736,9.78928665665114,2.45304623876372,-0.299777808224675,7.82593553186391,11.8970840161137,2.85265433875112,-0.852277920562397,
Africa Eastern and Southern,AFE,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0468971030039,-3.58511111025937,12.5579601438018,17.5429289286094,11.3640937396778,-1.24150601267893,7.17438724753763,9.78449594177918,14.3516893380043,12.2525481629518,17.5839381624543,12.1411782989064,,,,,,,
Africa Western and Central,AFW,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0950001791546,-93.5134588840176,-29.522706549011,4.04755887747496,-72.5785001606549,-60.7813270323648,-5.03293321850368,-33.5534010983332,1.12848545105309,36.6376310207351,17.8008885804073,2.04511437661512,12.8373163165791,-5.7237243074849,38.977713558778,-7.35379345592035,-9.87635683819663,8.764706245119,12.6108021815433,12.3805297687079,21.1441815304817,-4.92200309657161,-5.55269798288808,-5.84400335159219,0.0909187909267894,8.02865685720961,-13.9893722416012,5.63414289798035,-0.577616516625203,-4.6631221155489
Albania,ALB,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50195315750933,1.00030915479637,1.00058436844588,0.996284184948046,1.43757004142406,-25.4690910583275,-63.7871204795834,-42.5735139659536,-8.96318218557452,-10.3859981337813,6.00672099067164,17.6952058413894,,18.3197049982099,15.2785042512077,15.3115950626794,10.9719532169357,8.89419077085762,8.4059600095711,9.62860015652314,9.98704550045555,8.51173734697357,9.19915823573114,9.83773189385656,8.35023474491163,10.5583645020081,10.6295054309895,9.44075587245952,6.43617834102525,7.0515158846934,7.66467500861932,3.40221801971973,4.41504942562581,5.2229380433514,6.07729489179422,2.49145994207683,-3.05376660769678,0.269279912716112,3.65614960443168
Andorra,AND,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.56602872006595,-7.77340523607891,-6.74819555713006,-5.48583917968973,-11.60069876784,-1.31470878722844,-7.00603984304116,0.455892829685122,4.56440910108199,12.103969651217,-7.63517421630372,-11.8618379642845,-10.2880388687473,-16.7714229083122,-47.4845124119095
